No,Case Types,User Grouping_New,User Grouping_Old,Segment,Product,Sub Product,Case Category,Case Description,New Case Description,Required Sub-Description,Sub,Doc Intake,List Kebutuhan Dokumen,Suggestion,Suggestion - Breakdown,Level of Effort,"Range of Days 
(Actual SLA)","Actual SLA
(days)","Target SLA 
(days)",BRI Notes,Team Name,T1 - Agent CCT/Frontliner,T2.1 - Supporting Unit,T2.2 - Supporting Unit,T2.3 - Supporting Unit,T3.1 - Product Owner,T3.2 - Product Owner,T3.3 - Product Owner,T4.1 - Technical Team,T4.2 - Technical Team,T4.3 - Technical Team,T5.1 - Third Party,T5.2 - Third Party,T5.3 - Third Party,Total SLA,New SLA,Status,GIC,Maker,Checker,Signer,Courtesy Awal,Kebutuhan Data,Jenis Produk dan atau Layanan LKPBU,Kategori Permasalahan LKPBU,Jenis Transaksi LKPBU,Penyebab Pengaduan LKPBU,Jenis Produk LBUT,Sandi Jenis  Produk LBUT,Sebab Pengaduan LBUT,Sandi Penyebab LBUT
287.0,8106-8,Resolution Center,Investment Service,Individu Umum,Investment,DPLK,Inquiry,Nasabah Menanyakan Nomor Kartu,Nasabah Menanyakan Nomor Kartu DPLK,,,,,Move to Resolution Center,Move to CCT,Very Low,0 ~ 2,,1.0,New Case Type -,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,1.0,,Done,,,,,1A,Regular Banking,,,,,,,,
288.0,8106-9,Resolution Center,Investment Service,Individu Umum,Investment,DPLK,Inquiry,"Cara, Syarat ketentuan","Nasabah Menanyakan Cara, Syarat, dan Ketentuan DPLK",,,,,Move to Resolution Center,Move to CCT,Very Low,0 ~ 2,,1.0,New Case Type -,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,1.0,,Done,,,,,1A,Regular Banking,,,,,,,,
289.0,8229-1,Resolution Center,Service & Contact Center - CCT,Individu Umum,Savings,Tabungan,Inquiry,Nasabah Menanyakan Informasi Terkait BRIpoin,Nasabah Menanyakan Informasi dan Cara Penukaran BRIpoin ,,,,,Move to Resolution Center,,Very Low,0 ~ 2,,1.0,New Case Type -,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,1.0,,Done,,,,,1A,Regular Banking,,,,,,,,
290.0,8229-2,Funding & Retail Payment,Funding & Retail Payment,Individu Umum,Savings,Tabungan,Complaint - Transaction,Nasabah Menanyakan Informasi Penukaran BRIpoin,Nasabah Komplain Terkait Gagal Registrasi BRIpoin,,,,,No Change,,Extremely High,21 ~ 70,35.0,7.0,New Case Type -,T3.1 - FST(OPC),1.0,,,,7.0,,,,,,,,,8.0,7.0,Partially Done,MAS-BNKNG,,,,1B,Regular Banking,,,,,,,,
291.0,8603-1,Application & Operations,Service & Contact Center - CRS,"Individu Umum, UMKM",Servicing,Internet Banking,Complaint - Non-Transaction,Nasabah Komplain Terkait Penggunaan Aplikasi IBBIZ,Nasabah Komplain Terkait Penggunaan Aplikasi IBBIZ,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,"T2.1 - CRS, T4.1 - APP(SDK)",1.0,1.0,,,,,,3.0,,,,,,5.0,4.0,Done,,,,,1B,Regular Banking,,,,,,,,
292.0,8925-1,Resolution Center,Service & Contact Center - CRS,All,Servicing,"Informasi Promo, Program, Produk",Complaint - Non-Transaction,Nasabah Komplain Terkait Promo & Program BRI,Nasabah Komplain Terkait Promo & Program BRI,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,"T2.1 - CRS, Include FST",1.0,5.0,,,,,,,,,,,,6.0,5.0,Done,,,,,1B,Regular Banking,,,,,,,,
293.0,8952-1,Resolution Center,Service & Contact Center - CCT,UMKM,Savings,Tabungan,Inquiry,Nasabah/Non-Nasabah Menanyakan Informasi mengenai Simpedes UMI,"Nasabah/Non-Nasabah Menanyakan Cara, Syarat, dan Ketentuan mengenai Simpedes UMI",,,,,No Change,,Very Low,0 ~ 2,1.0,1.0,"New Case Type - Sub: Informasi Produk; Cara, Syarat & Ketentuan",T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,1.0,,Done,,,,,1A,Regular Banking,,,,,,,,
294.0,8952-10,Resolution Center,Service & Contact Center - CCT,UMKM,Servicing,Senyum Mobile,Inquiry,Nasabah Menanyakan Informasi mengenai Tabungan Emas,"Nasabah Menanyakan Cara, Syarat, dan Ketentuan mengenai Tabungan Emas via Senyum Mobile",,,,,No Change,,Very Low,0 ~ 2,,1.0,"New Case Type - Sub: Informasi Produk; Cara, Syarat & Ketentuan",T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,1.0,,Done,,,,,1A,Regular Banking,,,,,,,,
295.0,8952-11,Digital Banking,Digital Banking,UMKM,Servicing,Senyum Mobile,Complaint - Transaction,Nasabah Komplain Gagal Transaksi BRIVA pada Tabungan Emas,Nasabah Komplain Gagal Transaksi BRIVA pada Tabungan Emas via Senyum Mobile,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type - Confirm with DDB,"T3.1 - DDB(Helpdesk), T3.2 - DDB(OPS), Include (PNM/PEGADAIAN)",1.0,,,,2.0,8.0,,,,,,,,11.0,10.0,Done,,,,,1B,Regular Banking,,,,,,,,
296.0,8952-12,Digital Banking,Digital Banking,UMKM,Servicing,Senyum Mobile,Complaint - Non-Transaction,Nasabah Komplain Pendaftaran Rekening Tabungan Emas,Nasabah Komplain Pendaftaran Rekening Tabungan Emas via Senyum Mobile,1.0,"1. gagal upload foto
2. ketidaksesuaian data dengan DUKCAPIL",,,No Change,,Very Low,0 ~ 2,,,"New Case Type - Sub: Ketidaksesuaian Data dengan DUKCAPIL, Confirm with DDB","T3.1 - DDB(Helpdesk), T3.2 - DDB(OPS), Include (PNM/PEGADAIAN)",1.0,,,,2.0,5.0,,,,,,,,8.0,7.0,Done,,,,,1B,Regular Banking,,,,,,,,
297.0,8952-13*,Ultra Micro,Digital Banking,UMKM,Servicing,Senyum Mobile,Complaint - Non-Transaction,Nasabah Komplain Terkait Promo dan Program Tabungan Emas,Nasabah Komplain Terkait Promo dan Program Tabungan Emas via Senyum Mobile,,,,,No Change,Ke UMI,Very Low,0 ~ 2,,,New Case Type - Confirm with DDB,T3.1 - UMI,1.0,,,,7.0,,,,,,,,,8.0,7.0,Done,,,,,1B,Regular Banking,,,,,,,,
298.0,8952-14,Digital Banking,Digital Banking,UMKM,Servicing,Senyum Mobile,Complaint - Non-Transaction,Nasabah Komplain Terkait Kendala Aplikasi Senyum Mobile,Nasabah Komplain Terkait Kendala Aplikasi Senyum Mobile,,,,,No Change,,Very Low,0 ~ 2,,10.0,New Case Type -,"T3.1 - DDB(Helpdesk), T3.2 - DDB(OPS), Include (PNM/PEGADAIAN)",1.0,,,,2.0,8.0,,,,,,,,11.0,10.0,Done,DCE,,,,1B,Regular Banking,,,,,,,,
299.0,8952-2,Digital Banking,Digital Banking,UMKM,Savings,Tabungan,Complaint - Non-Transaction,Nasabah Komplain Pendaftaran Simpedes UMI,Nasabah Komplain Pendaftaran Simpedes UMI,1.0,"1. gagal upload foto
2. ketidaksesuaian data dengan DUKCAPIL",,,Move to Resolution Center,,Very Low,0 ~ 2,11.0,11.0,"New Case Type - Sub: gagal upload foto; ketidaksesuaian data dengan DUKCAPIL, Confirm with DDB","T3.1 - DDB(Helpdesk), T3.2 - DDB(OPS), Include (PNM/PEGADAIAN)",1.0,,,,2.0,5.0,,,,,,,,8.0,7.0,Done,,,,,1B,Regular Banking,,,,,,,,
300.0,8952-3,Ultra Micro,Digital Banking,UMKM,Savings,Tabungan,Complaint - Non-Transaction,Nasabah Komplain Terkait Promo dan Program Simpedes UMI,Nasabah Komplain Terkait Promo dan Program Simpedes UMI,,,,,Move to Resolution Center,,Very Low,0 ~ 2,11.0,11.0,New Case Type - Confirm with DDB,T3.1 - UMI,1.0,,,,7.0,,,,,,,,,8.0,7.0,Done,,,,,1B,Regular Banking,,,,,,,,
301.0,8952-4,Resolution Center,Service & Contact Center - CCT,UMKM,Loans,"KPR, KUR, KMK, KI",Inquiry,Nasabah Menanyakan Informasi mengenai Pinjaman BRI,Nasabah Menanyakan Informasi mengenai Pinjaman BRI via Senyum Mobile,,,,,No Change,,Very Low,0 ~ 2,,1.0,"New Case Type - Sub: Informasi Produk; Cara, Syarat & Ketentuan",T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,1.0,,Done,,,,,1A,Regular Banking,,,,,,,,
302.0,8952-5,Digital Banking,Digital Banking,UMKM,Loans,"KPR, KUR, KMK, KI",Complaint - Non-Transaction,Nasabah Komplain Pengajuan Pinjaman BRI,Nasabah Komplain Pengajuan Pinjaman BRI via Senyum Mobile,1.0,"1. Status referral
2. Kelurahan tidak terdaftar",,,No Change,,Very Low,0 ~ 2,11.0,11.0,"New Case Type - Sub: Status referral; Kelurahan tidak terdaftar., Confirm with DDB","T3.1 - DDB(Helpdesk), T3.2 - DDB(OPS), Include (PNM/PEGADAIAN)",1.0,,,,2.0,5.0,,,,,,,,8.0,7.0,Done,,,,,1B,Regular Banking,,,,,,,,
303.0,8952-6,Resolution Center,Service & Contact Center - CCT,UMKM,Loans,"KPR, KUR, KMK, KI",Inquiry,Nasabah Menanyakan Informasi mengenai Pinjaman MEKAAR PNM,"Nasabah Menanyakan Cara, Syarat, dan Ketentuan mengenai Pinjaman MEKAAR PNM via Senyum Mobile",,,,,No Change,,Very Low,0 ~ 2,,1.0,"New Case Type - Sub: Informasi Produk; Cara, Syarat & Ketentuan",T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,1.0,,Done,,,,,1A,Regular Banking,,,,,,,,
304.0,8952-7,Digital Banking,Digital Banking,UMKM,Loans,"KPR, KUR, KMK, KI",Complaint - Non-Transaction,Nasabah Komplain Pengajuan Pinjaman MEKAAR PNM,Nasabah Komplain Pengajuan Pinjaman MEKAAR PNM via Senyum Mobile,1.0,"1. Status referral
2. Kelurahan tidak terdafta",,,No Change,,Very Low,0 ~ 2,,,"New Case Type - Sub: Status referral; Kelurahan tidak terdaftar., Confirm with DDB","T3.1 - DDB(Helpdesk), T3.2 - DDB(OPS), Include (PNM/PEGADAIAN)",1.0,,,,2.0,5.0,,,,,,,,8.0,7.0,Done,,,,,1B,Regular Banking,,,,,,,,
305.0,8952-8,Resolution Center,Service & Contact Center - CCT,UMKM,Loans,Pawning,Inquiry,Nasabah Menanyakan Informasi mengenai Gadai,"Nasabah Menanyakan Cara, Syarat, dan Ketentuan mengenai Gadai via Senyum Mobile",,,,,No Change,,Very Low,0 ~ 2,,1.0,"New Case Type - Sub: Informasi Produk; Cara, Syarat & Ketentuan",T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,1.0,,Done,,,,,1B,Regular Banking,,,,,,,,
306.0,8952-9,Resolution Center,Digital Banking,UMKM,Loans,Pawning,Complaint - Non-Transaction,Nasabah Melaporkan Kadaluwarsa Kode Booking Gadai,Nasabah Melaporkan Kadaluwarsa Kode Booking Gadai via Senyum Mobile,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,1.0,,Done,,,,,1A,Regular Banking,,,,,,,,
307.0,TRB-1,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Inquiry,"Nasabah Menanyakan Cut off transaksi RTGS, Kliring, Swift, BI-Fast","Nasabah Menanyakan Cut Off Transaksi RTGS, Kliring, Swift, BI-Fast pada QLOLA Apps",,,,,No Change,Stay in TRB,Very Low,0 ~ 2,,,New Case Type -,T3.1 - TRB(OHD),1.0,,,,1.0,,,,,,,,,2.0,1.0,Done,,,,,1B,Regular Banking,,,,,,,,
308.0,TRB-10,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Menanyakan Limit Transaksi Terlalu Kecil,Nasabah Menanyakan dan Mengajukan Limit Transaksi pada QLOLA Apps,,,,,No Change,Stay in TRB,Very Low,0 ~ 2,,,New Case Type -,T3.1 - TRB(OHD),1.0,,,,1.0,,,,,,,,,2.0,1.0,Done,,,,,1B,Regular Banking,,,,,,,,
309.0,TRB-11,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Menanyakan Perbedaan Exchange Rate,Nasabah Menanyakan Perbedaan Exchange Rate pada QLOLA Apps,,,1,"1. Bukti Transaksi
2. Bukti Nego",No Change,Stay in TRB,Very Low,0 ~ 2,,,New Case Type -,"T3.1 - TRB(OHD), T4.1 - APP(SDK), T4.2 - TRB(OHD)",1.0,,,,1.0,,,1.0,8.0,,,,,11.0,10.0,Done,,,,,1C,Regular Banking,,,,,,,,
310.0,TRB-12,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Request,"Nasabah Mengajukan Penghapusan Biaya (Transaction, Non-Transaction)","Nasabah Mengajukan Penghapusan Biaya (Transaction, Non-Transaction) pada QLOLA Apps",,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,T3.1 - TRB(OHD),1.0,,,,1.0,,,,,,,,,2.0,1.0,Done,,,,,1B,Regular Banking,,,,,,,,
311.0,TRB-13,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Request,"Nasabah Mengajukan Aktivasi Platform (QCash, Token)","Nasabah Mengajukan Aktivasi Platform (QCash, Token) pada QLOLA Apps",,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,T3.1 - TRB(OHD),1.0,,,,1.0,,,,,,,,,2.0,1.0,Done,,,,,1B,Regular Banking,,,,,,,,
312.0,TRB-14,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Pengiriman Ulang email hasil registrasi,Nasabah Mengajukan Pengiriman Ulang email hasil registrasi pada QLOLA Apps,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,T3.1 - TRB(OHD),1.0,,,,1.0,,,,,,,,,2.0,1.0,Done,,,,,1B,Regular Banking,,,,,,,,
313.0,TRB-15,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Reset Password Platform,Nasabah Mengajukan Reset Password Platform,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type - TBC untuk yang close tiket di OHD atau TVC,T3.1 - TRB(OHD),1.0,,,,1.0,,,,,,,,,2.0,1.0,Done,,,,,1B,Regular Banking,,,,,,,,
314.0,TRB-16,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Lupa user ID Platform,Nasabah Mengajukan Lupa user ID Platform,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type - TBC untuk yang close tiket di OHD atau TVC,T3.1 - TRB(OHD),1.0,,,,1.0,,,,,,,,,2.0,1.0,Done,,,,,1B,Regular Banking,,,,,,,,
315.0,TRB-17,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Pengiriman Ulang MT,Nasabah Mengajukan Pengiriman Ulang MT 940 (Rekening Koran),,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,"T3.1 - TRB(OHD), Include APP",1.0,,,,3.0,,,,,,,,,4.0,3.0,Done,,,,,1B,Regular Banking,,,,,,,,
316.0,TRB-19,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Penurunan Biaya,"Nasabah Mengajukan Penurunan Biaya RTGS, Kliring, Swift, BI-Fast pada QLOLA Apps",,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,T3.1 - TRB(OHD),1.0,,,,1.0,,,,,,,,,2.0,1.0,Done,,,,,1B,Regular Banking,,,,,,,,
317.0,TRB-2,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Inquiry,"Nasabah Menanyakan Fee(Transactional, Non-Transactional)","Nasabah Menanyakan Biaya (Transactional, Non-Transactional) pada QLOLA Apps",,,,,No Change,Stay in TRB,Very Low,0 ~ 2,,,New Case Type -,T3.1 - TRB(OHD),1.0,,,,1.0,,,,,,,,,2.0,1.0,Done,,,,,1B,Regular Banking,,,,,,,,
318.0,TRB-20,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat Salah Transfer antar BRI,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat Salah Transfer antar BRI pada QLOLA Apps,,,1,1. Surat Pernyataan Pengembalian Dana dari Nasabah,No Change,,Very Low,0 ~ 2,,,New Case Type -,"T3.1 - TRB(OHD), Include Branch(Uker)",1.0,,,,7.0,,,,,,,,,8.0,7.0,Done,,,,,1C,Regular Banking,,,,,,,,
319.0,TRB-21,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat Salah Transfer antar Bank,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat Salah Transfer antar Bank pada QLOLA Apps,,,1,1. Surat Pernyataan Pengembalian Dana dari Nasabah,No Change,,Very Low,0 ~ 2,,,New Case Type -,"T3.1 - TRB(OHD), Include POD",1.0,,,,4.0,,,,,,,,,5.0,4.0,Done,,,,,1C,Regular Banking,,,,,,,,
320.0,TRB-22,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Request,"Nasabah Mengajukan Permohonan Penerusan Transaksi (Sub: OFAC, Internal Compliance, Perbaikan Data B beneficiary)","Nasabah Mengajukan Permohonan Penerusan Transaksi (Sub: OFAC, Internal Compliance, Perbaikan Data B beneficiary) pada QLOLA Apps",1.0,"1. OFAC
2. Internal Compliance
3. Perbaikan Data Beneficiary",1,1. Surat Pernyataan Pengembalian Dana dari Nasabah,No Change,,Very Low,0 ~ 2,,,"New Case Type - Sub: OFAC, Internal Compliance, Perbaikan Data Beneficiary","T3.1 - TRB(OHD), Include POD",1.0,,,,2.0,,,,,,,,,3.0,2.0,Done,,,,,1C,Regular Banking,,,,,,,,
321.0,TRB-23,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat indikasi Transaksi red flag,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat indikasi Transaksi red flag pada QLOLA Apps,1.0,"1. OFAC
2. Internal Compliance
3. Perbaikan Data Beneficiary",1,1. Surat Permohonan Pengembalian,No Change,,Very Low,0 ~ 2,,,"New Case Type - Sub: OFAC, Internal Compliance, Perbaikan Data Beneficiary","T3.1 - TRB(OHD), Include POD",1.0,,,,3.0,,,,,,,,,4.0,3.0,Done,,,,,1C,Regular Banking,,,,,,,,
322.0,TRB-24,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,Nasabah Tidak Memiliki Fitur Cash Management yang Seharusnya,Nasabah Tidak Memiliki Fitur Cash Management yang Seharusnya pada QLOLA Apps,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,T3.1 - TRB(OHD),1.0,,,,1.0,,,,,,,,,2.0,1.0,Done,,,,,1B,Regular Banking,,,,,,,,
323.0,TRB-24,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat Dispute Transaksi,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat Dispute Transaksi,,,1,"1. Surat Permohonan Pengembalian Dana dari Nasabah
2. List Dispute Transaksi",No Change,,Very Low,0 ~ 2,,,New Case Type -,"T3.1 - TRB(OHD), Include APP",1.0,,,,10.0,,,,,,,,,11.0,10.0,Partially Done,,,,,1C,Regular Banking,,,,,,,,
324.0,TRB-25,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,Nasabah Komplain Token Tidak Dapat Digunakan,Nasabah Komplain Token Tidak Dapat Digunakan pada QLOLA Apps,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,"T3.1 - TRB(OHD), Include Third Party",1.0,,,,2.0,,,,,,,,,3.0,2.0,Partially Done,,,,,1B,Regular Banking,,,,,,,,
325.0,TRB-25,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Permohonan Perbaikan Data,Nasabah Mengajukan Permohonan Perbaikan Data pada QLOLA Apps,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type - TBC untuk yang close tiket di OHD atau TVC,T3.1 - TRB(OHD),1.0,,,,1.0,,,,,,,,,2.0,1.0,Done,,,,,1B,Regular Banking,,,,,,,,
326.0,TRB-26,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,Nasabah Tidak Bisa Akses Platform,Nasabah Tidak Bisa Akses Platform pada QLOLA Apps,1.0,"1. Gangguan System
2. Loading Lama
3. Lupa PIN
4. User ID terblokir
5. Lupa User ID
6. Tidak Terima OTP
7. Tidak Terima Email Notifikasi
8. Auto-Logout",,,No Change,,Very Low,0 ~ 2,,,"New Case Type - Sub: Gangguan System, Loading Lama, Lupa PIN, User ID terblokir, Lupa User ID, Tidak Terima OTP, Tidak Terima Email Notifikasi, Auto-Logout","T3.1 - TRB(OHD), Include APP/ISC",1.0,,,,2.0,,,,,,,,,3.0,2.0,Partially Done,,,,,1B,Regular Banking,,,,,,,,
327.0,TRB-26,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,Nasabah Tidak Bisa Melakukan Transaksi Setelah Melakukan Pengelolaan Fitur Pada Platform,Nasabah Tidak Bisa Melakukan Transaksi Setelah Melakukan Pengelolaan Fitur Pada Platform QLOLA Apps,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,T3.1 - TRB(OHD),1.0,,,,1.0,,,,,,,,,2.0,1.0,Done,,,,,1B,Regular Banking,,,,,,,,
328.0,TRB-27,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,Nasabah Mengalami Kendala Teknis saat Menggunakan Fitur Pada Platform,Nasabah Mengalami Kendala Teknis saat Menggunakan Fitur Pada Platform QLOLA Apps,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,"T3.1 - TRB(OHD), Include APP",1.0,,,,1.0,,,,,,,,,2.0,1.0,Partially Done,,,,,1B,Regular Banking,,,,,,,,
329.0,TRB-27,Transaction Banking,Transaction Banking,Korporasi,Transaction Banking,Virtual Account,Complaint - Transaction,Nasabah Komplain Adanya Penyalahgunaan Transaksi BRIVA,Nasabah Komplain Adanya Penyalahgunaan Transaksi BRIVA,,,1,1. Bukti Capture Transaksi BRIVA,No Change,,Very Low,0 ~ 2,,,New Case Type -,T3.1 - TRB(OHD),1.0,,,,2.0,,,,,,,,,3.0,2.0,Done,,,,,1C,Regular Banking,,,,,,,,
330.0,TRB-28,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,"Nasabah Mengalami Pending Transaction (Approval Transaksi sudah dilakukan, Namun Dana belum Terdebit)","Nasabah Mengalami Pending Transaction (Approval Transaksi sudah dilakukan, Namun Dana belum Terdebit) pada QLOLA Apps",,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,"T3.1 - TRB(OHD), Include APP",1.0,,,,1.0,,,,,,,,,2.0,1.0,Partially Done,,,,,1B,Regular Banking,,,,,,,,
331.0,TRB-29,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,Nasabah Komplain Push Notifikasi Tidak terkirim ke Partner BRIVA,Nasabah Komplain Push Notifikasi Tidak terkirim ke Partner BRIVA,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,"T3.1 - TRB(OHD), Include APP",1.0,,,,1.0,,,,,,,,,2.0,1.0,Partially Done,,,,,1B,Regular Banking,,,,,,,,
332.0,TRB-3,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Inquiry,"Nasabah Menanyakan Cara penggunaan platform, Token",Nasabah Menanyakan Cara Penggunaan Platform QLOLA Apps,1.0,"1. Set up User
2. Authority/Role
3. Workflow
4. Salah Password
5. Token",,,No Change,Stay in TRB,Very Low,0 ~ 2,,,"New Case Type - Sub: Set up User, Authority/Role, Workflow, Salah Password, Token",T3.1 - TRB(OHD),1.0,,,,1.0,,,,,,,,,2.0,1.0,Done,,,,,1B,Regular Banking,,,,,,,,
333.0,TRB-30,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Platform & Device Support,Nasabah Komplain Notifikasi Email Tidak terkirim,Nasabah Komplain Notifikasi Email Tidak terkirim pada QLOLA Apps,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,"T3.1 - TRB(OHD), Include APP",1.0,,,,1.0,,,,,,,,,2.0,1.0,Partially Done,,,,,1B,Regular Banking,,,,,,,,
334.0,TRB-31,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Nasabah Komplain Gagal Transfer dan saldo berkurang,Nasabah Komplain Gagal Transfer dan saldo berkurang pada QLOLA Apps,1.0,"1. RTGS
2. Kliring
3. BI-Fast
4. SWIFT
5. Over Book
6. Transfer Online",1,"1. Bukti transaksi sukses
2. Rekening Koran",No Change,,Very Low,0 ~ 2,,,"New Case Type - Sub: RTGS, Kliring, BI-Fast, SWIFT, Over Book, Transfer Online","T3.1 - TRB(OHD), Inclue APP, Include POD, Include FMA",1.0,,,,2.0,,,,,,,,,3.0,2.0,Partially Done,,,,,1C,Regular Banking,,,,,,,,
335.0,TRB-32,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Nasabah Komplain Transaksi Double Posting,Nasabah Komplain Transaksi Double Pembukuan pada QLOLA Apps,1.0,"1. Transfer
2. Pembayaran",1,"1. Bukti transaksi sukses
2. Rekening Koran",No Change,,Very Low,0 ~ 2,,,"New Case Type - Sub: Transfer, Pembayaran","T3.1 - TRB(OHD), Inclue APP, Include POD, Include FMA",1.0,,,,2.0,,,,,,,,,3.0,2.0,Partially Done,,,,,1C,Regular Banking,,,,,,,,
336.0,TRB-33,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Nasabah Komplain Transaksi Sukses namun Dana belum terdebit,Nasabah Komplain Transaksi Sukses namun Dana belum terdebit pada QLOLA Apps,1.0,"1. Transfer
2. Pembayaran",1,"1. Bukti transaksi sukses
2. Rekening Koran",No Change,,Very Low,0 ~ 2,,,"New Case Type - Sub: Transfer, Pembayaran","T3.1 - TRB(OHD), Include APP, Include POD",1.0,,,,3.0,,,,,,,,,4.0,3.0,Partially Done,,,,,1C,Regular Banking,,,,,,,,
337.0,TRB-34,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,"Nasabah Komplain Transaksi Sukses, Dana Terdebit namun belum diterima di Beneficiary Bank","Nasabah Komplain Transaksi Sukses, Dana Terdebit namun belum diterima di Beneficiary Bank pada QLOLA Apps",,,1,"1. Bukti transaksi sukses
2. Rekening Koran",No Change,,Very Low,0 ~ 2,,,New Case Type -,"T3.1 - TRB(OHD), Include APP, Include POD, Include NFT",1.0,,,,3.0,,,,,,,,,4.0,3.0,Partially Done,,,,,1C,Regular Banking,,,,,,,,
