No,Case Types,active,User Grouping_New,Segment,Product,Sub Product,Case Category,Case Description,New Case Description,Required Sub-Description,Sub,Doc Intake,List Kebutuhan Dokumen,Suggestion,Suggestion - Breakdown,Level of Effort,"Range of Days 
(Actual SLA)","Actual SLA
(days)","Target SLA 
(days)",BRI Notes,Team Name,T1 - Agent CCT/Frontliner,T2.1 - Supporting Unit,T2.2 - Supporting Unit,T3.1 - Product Owner,T4.1 - Technical Team,Total SLA,New SLA,Status,GIC,Maker,Checker,Signer,Courtesy Awal,Kebutuhan Data,Detail BRICare,Unnamed: 58,external_id
109,6103,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Surat Penutupan Kartu Kredit,Nasabah Mengajukan Surat Penutupan Kartu Kredit,,,,,No Change,,Low,3 ~ 5,4.0,4.0,,T3.1 - CDD(OPE LKK),1,,,3,,4,3,Done,KKD-OPS-LKK,,,,1B,Credit & Digital Lending,"Permintaan surat penutupan kartu :
 Nasabah meminta surat penutupan kartu
 Alasan
 Mohon bantuannya. Terima kasih.
 Copy PCHI",,6103
11,6200,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Ubah Data Namun Kartu Kredit Blok Coll,Nasabah Mengajukan Perubahan Data Kartu Kredit Dengan Keterangan Blok Coll (Blok E/W/Z),,,1,"1. surat pernyataan
2. ktp
3. kartu kredit",No Change,,Medium,6 ~ 10,8.0,,,"T3.1 - CDD(CLL RE), T3.2 - CDD(CLF-1 DATAM)",1,,,8,,9,8,Done,KKD-CLL-RE,,,,1B,Credit & Digital Lending,"Nasabah informasikan alamat/nomor telpon rumah/ nomor telpon kantor/ nomor handphone berubah
 Agent sarankan melakukan pembayaran dan menghubungi kembali H+1 setelah pembayaran
 
 Nasabah informasikan alamat/nomor telpon rumah/ nomor telpon kantor/ nomor handphone berubah
 
 Alasan :
 alamat/nomor telpon rumah/ nomor telpon kantor/ nomor handphone lama :
 alamat/nomor telpon rumah/ nomor telpon kantor/ nomor handphone baru :",,6200
111,6400,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Keringanan Pembayaran - Acct CPD Xday ( CURR dengan Blok Q ) - (produk kartu kredit),Nasabah Menunggak Mengajukan Keringanan Pembayaran Dengan Kondisi Blok Coll CPD Xday (Q/P),,,1,"1. surat pernyataan
2. ktp
3. kartu kredit",No Change,,Low,3 ~ 5,2.0,13.0,,T3.1 - CDD(CLL FE),1,,,7,,8,7,Done,KKD-CLL-FE,,,,1C,Credit & Digital Lending,"Nasabah meminta dihubungi oleh collection
 Alasan :
 Keterangan alamat kantor/rumah/nomor telpon yang baru :
 Copy screen PCHI",,6400
112,6401,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Keringanan Pembayaran - Bucket 30 & 60 DPD,Nasabah Menunggak Mengajukan Keringanan Pembayaran Dengan Kondisi Bucket 30 & 60 DPD (Blok C/D),,,1,"1. surat pernyataan
2. ktp
3. kartu kredit",No Change,,Low,3 ~ 5,2.0,13.0,,T3.1 - CDD(CLL MR),1,,,8,,9,8,Done,KKD-CLL-MR,,,,1C,Credit & Digital Lending,"Nasabah meminta dihubungi oleh collection
 Alasan :
 Keterangan alamat kantor/rumah/nomor telpon yang baru :
 Copy screen PCHI",,6401
113,6402,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Keringanan Pembayaran - Bucket 90 - 150 DPD,Nasabah Menunggak Mengajukan Keringanan Pembayaran Dengan Kondisi Bucket 90-150 DPD (Blok E),,,1,"1. surat pernyataan
2. ktp
3. kartu kredit",No Change,,Low,3 ~ 5,3.0,13.0,,T3.1 - CDD(CLL HC),1,,,9,,1,9,Done,KKD-CLL-HC,,,,1C,Credit & Digital Lending,"Nasabah meminta dihubungi oleh collection
 Alasan :
 Keterangan alamat kantor/rumah/nomor telpon yang baru :
 Copy screen PCHI",,6402
114,6403,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Keringanan Pembayaran - Acct Write Off status 5 (produk Kartu Kredit),Nasabah Menunggak Mengajukan Keringanan Pembayaran Dengan Kondisi Bucket >150 DPD (Blok W/Z),,,1,"1. surat pernyataan
2. ktp
3. kartu kredit",No Change,,Low,3 ~ 5,4.0,20.0,,T3.1 - CDD(CLL RE),1,,,1,,11,1,Done,KKD-CLL-FE,,,,1C,Credit & Digital Lending,"Nasabah meminta dihubungi oleh collection
 Alasan :
 Keterangan alamat kantor/rumah/nomor telpon yang baru :
 Copy screen PCHI",,6403
115,7101,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Perhitungan Bunga Kartu Kredit,Nasabah Mengajukan Perhitungan Bunga Transaksi Kartu Kredit,,,,,No Change,,High,11 ~ 15,14.0,6.0,"Notes: Perlu Pengembangan System oleh APP untuk menghitung rincian bunga, Butuh perpanjangan SLA","T3.1 - CDD(SPD SCD), T3.2 - CDD(OPE ITEM), T3.3 - CDD(ACU UserCo), T4.1 - CRS",1,,,9,1,11,1,Done,KKD-PBK-KKPBK,,,,1B,Credit & Digital Lending,"Nasabah meminta perhitungan bunga
 Lembar tagihan bulan :
 Nominal bunga :
 Alamat email/ nomor fax :
 Mohon bantuannya untuk diproses. Terima kasih",,7101
116,7200,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Pengajuan Penghapusan Iuran Tahunan,Nasabah Mengajukan Penghapusan Iuran Tahunan Kartu Kredit,,,,,No Change,,Low,3 ~ 5,2.0,3.0,,T3.1 - CDD(OPE ITEM),1,,,5,,6,5,Done,KKD-OPS-ITEM,,,,1B,Credit & Digital Lending,"Nasabah mengajukan penghapusan IuranTahunan dengan Persyaratan Pendaftaran 2 BILLER
 NOMOR KARTU KREDIT :
 NAMA SESUAI PCHI :
 JENIS PERSYARATAN : AUTO PAYMENT
 JENIS REQUEST :
 JENIS KARTU :
 TAGIHAN BULAN :
 TANGGAL :
 JUMLAH :
 REFERENCE NUMBER :
 TGL AUTOPAYMENT :
 JUMLAH AUTOPAYMENT :
 KET AUTOPAYMENT :
 ALASAN PENGAJUAN : CH SDH MEMPUNYAI 2 AUTOPAYMENT
 
 
 
 Copy pendebetan Autopayment & PCHI 24 month Profile",ok,7200
117,7201,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Pengajuan Penghapusan Denda Keterlambatan,Nasabah Mengajukan Penghapusan Denda Keterlambatan Pembayaran Kartu Kredit,,,,,No Change,,Medium,6 ~ 10,8.0,3.0,,T3.1 - CDD(OPE ITEM),1,,,5,,6,5,Done,KKD-OPS-DELIVERY,,,,1B,Credit & Digital Lending,"Nasabah mengajukan Penghapusan Denda Keterlambatan
 Tagihan bulan : ( b/s cycle )
 Nominal : Rp . …
 Alasan pengajuan : ...
 Keterangan tambahan: ( jika tidak ada, field ini dikosongkan )
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 Copy month profile
 Copy biaya yang dimaksud
 
 (Cantumkan juga nominal atau total nominal pada kolom nominal)",ok,7201
118,7202,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Pengajuan Penghapusan Biaya Over Limit,Nasabah Mengajukan Penghapusan Biaya Over Limit,,,,,No Change,,Medium,6 ~ 10,7.0,3.0,,T3.1 - CDD(OPE ITEM),1,,,5,,6,5,Done,KKD-OPS-ITEM,,,,1B,Credit & Digital Lending,"Nasabah mengajukan penghapusan Biaya Over Limit dengan Persyaratan Jumlah Transaksi atau Sales Volume :
 NOMOR KARTU KREDIT
 NAMA SESUAI PCHI
 JENIS PERSYARATAN
 JENIS REQUEST
 JENIS KARTU
 TAGIHAN BULAN
 TANGGAL
 JUMLAH
 REFERENCE NUMBER
 PCHC TRX
 PCHC SLV
 ALASAN PENGAJUAN
 HYSTORY KARTU
 
 Nasabah mengajukanpenghapusanIuranTahunan dengan Persyaratan Pendaftaran 2 BILLER
 JENIS PERSYARATAN
 JENIS REQUEST
 JENIS KARTU
 TAGIHAN BULAN
 TANGGAL
 JUMLAH
 REFERENCE NUMBER
 TGL AUTOPAYMENT
 JUMLAH AUTOPAYMENT
 KET AUTOPAYMENT
 ALASAN PENGAJUAN
 
 Pengajuan Penghapusan Bunga
 Nasabah mengajukan Penghapusan Bunga
 Tagihan bulan : ( b/s cycle )
 Nominal : Rp . …
 Alasan pengajuan : ...
 Keterangan tambahan: ( jika tidak ada, field ini dikosongkan )
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 Copy month profile
 Copy biaya yang dimaksud
 
 (Cantumkan juga nominal atau total nominal pada kolom nominal)",ok,7202
119,7203,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Pengajuan Penghapusan Bunga,Nasabah Mengajukan Penghapusan Bunga Kartu Kredit,,,,,No Change,,Medium,6 ~ 10,8.0,3.0,,T3.1 - CDD(OPE ITEM),1,,,5,,6,5,Done,KKD-OPS-MSU,,,,1B,Credit & Digital Lending,"Nasabah mengajukan Penghapusan Bunga
 Tagihan bulan : ( b/s cycle )
 Nominal : Rp . …
 Alasan pengajuan : ...
 Keterangan tambahan: ( jika tidak ada, field ini dikosongkan )
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 Copy month profile
 Copy biaya yang dimaksud
 
 (Cantumkan juga nominal atau total nominal pada kolom nominal)",ok,7203
12,7204,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Pengajuan Penghapusan Biaya Materai,Nasabah Mengajukan Penghapusan Biaya Materai,,,,,No Change,,Extremely High,21 ~ 70,22.0,8.0,,T3.1 - CDD(OPE ITEM),1,,,5,,6,5,Done,KKD-OPS-ITEM,,,,1B,Credit & Digital Lending,"Nasabah mengajukan Penghapusan Biaya Materai
 Tagihan bulan : ( b/s cycle )
 Nominal : Rp . …
 Alasan pengajuan : ...
 Keterangan tambahan: ( jika tidak ada, field ini dikosongkan )
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 Copy month profile
 Copy biaya yang dimaksud
 
 (Cantumkan juga nominal atau total nominal pada kolom nominal)",ok,7204
121,7205,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Pengajuan Penghapusan Biaya estatement,Nasabah Mengajukan Penghapusan Biaya E-statement,,,,,No Change,,Medium,6 ~ 10,9.0,20.0,,"T3.1 - CDD(OPE Delivery), T3.2 - CDD(OPE ITEM)",1,,,7,,8,7,Done,KKD-AKK-ACQPR,,,,1B,Credit & Digital Lending,"Nasabah mengajukan Penghapusan Biaya estatement
 Tagihan bulan : ( b/s cycle )
 Nominal : Rp . …
 Alasan pengajuan : ...
 Keterangan tambahan: ( jika tidak ada, field ini dikosongkan )
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 Copy month profile
 Copy biaya yang dimaksud
 
 (Cantumkan juga nominal atau total nominal pada kolom nominal)",ok,7205
122,7206,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Pengajuan Penghapusan Biaya Pergantian kartu,Nasabah Mengajukan Penghapusan Biaya Pergantian Kartu Kredit,,,,,No Change,,Medium,6 ~ 10,7.0,3.0,,T3.1 - CDD(OPE ITEM),1,,,5,,6,5,Done,KKD-OPS-DELIVERY,,,,1B,Credit & Digital Lending,"Nasabah mengajukan Penghapusan Biaya Pergantian Kartu
 Tagihan bulan : ( b/s cycle )
 Nominal : Rp . …
 Alasan pengajuan : ...
 Keterangan tambahan: ( jika tidak ada, field ini dikosongkan )
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 Copy month profile
 Copy biaya yang dimaksud
 
 (Cantumkan juga nominal atau total nominal pada kolom nominal)",ok,7206
123,7207,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Pengajuan Penghapusan Biaya Kenaikan Limit,Nasabah Mengajukan Penghapusan Biaya Kenaikan Limit Kartu Kredit,,,,,No Change,,Medium,6 ~ 10,9.0,3.0,,"T3.1 - CDD(CLF-1 LIMIT), T3.2 - CDD(OPE ITEM)",1,,,6,,7,6,Done,KKD-CRI-LIMIT,,,,1B,Credit & Digital Lending,"Nasabah mengajukan Penghapusan Biaya Kenaikan Limit
 Tagihan bulan : ( b/s cycle )
 Nominal : Rp . …
 Alasan pengajuan : ...
 Keterangan tambahan: ( jika tidak ada, field ini dikosongkan )
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 Copy month profile
 Copy biaya yang dimaksud
 
 (Cantumkan juga nominal atau total nominal pada kolom nominal)",ok,7207
124,7208,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Pengajuan Penghapusan Biaya Notifikasi,Nasabah Mengajukan Penghapusan Biaya Notifikasi Transaksi,,,,,No Change,,High,11 ~ 15,11.0,3.0,,T3.1 - CDD(OPE ITEM),1,,,5,,4,3,Done,KKD-PBK-KKPBK,,,,1B,Credit & Digital Lending,"Nasabah mengajukan Penghapusan Biaya Notifikasi
 Tagihan bulan : ( b/s cycle )
 Nominal : Rp . …
 Alasan pengajuan : ...
 Keterangan tambahan: ( jika tidak ada, field ini dikosongkan )
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 Copy month profile
 Copy biaya yang dimaksud
 
 (Cantumkan juga nominal atau total nominal pada kolom nominal)",ok,7208
125,7700,TRUE,Funding & Retail Payment,Individu Umum,Loans,Kartu Kredit,Fraud / Suspicious Transactions,Komplain Transaksi Kartu Kredit tidak di akui merchant BRI,Nasabah Melaporkan Sanggahan Transaksi Kartu Kredit BRI di Merchant BRI,,,1,"1. form sanggahan 
2. ktp 
3. kartu kredit",No Change,Move to FST,High,11 ~ 15,13.0,8.0,Notes: Membuat Pelaporan dengan call type 2203,"T3.1 - FST(TSC), T4.1 - CRS",1,,,8,,9,8,Done,KKD-AKK-ACQPR,,,,1C,Credit & Digital Lending,"Nasabah mengajukan keberatan transaksi pada
 Tagihan bulan : ... ( b/s cycle )
 Tanggal transaksi : ...
 Lokasi transaksi : ... ( nama merchant )
 Nominal : Rp. ...
 Alasan pengajuan : ...
 Keterangan tambahan : ( jika tidak ada, field ini dikosongkan )
 Nasabah setuju dengan pembebanan biaya copy sales draft sebesar Rp. ...
 Agent sarankan untuk kirim dokumen : formulir sanggahan transaksi, copy kartu kredit, copy KTP
 Tolong bantuannya untuk tindak lanjut. Terima kasih.
 Copy PCHI
 
 Merujuk TT : (nomor TT Dispute)
 Mohon bantuannya untuk pengiriman formulir sanggahan transaksi ke alamat email/nomor fax : …
 Terima kasih
 
 Nasabah mengajukan keberatan transaksi pada
 Tagihan bulan : ... ( b/s cycle )
 Tanggal transaksi : ...
 Tanggal Posting :
 Lokasi transaksi : ... ( nama merchant )
 Nominal : Rp. ...
 kode ARN :
 POS MODE :
 Alasan pengajuan : ...
 
 Keterangan tambahan : ( jika tidak ada, field ini dikosongkan )
 Nasabah setuju dengan pembebanan biaya copy sales draft sebesar Rp. ...
 Agent sarankan untuk kirim dokumen : formulir sanggahan transaksi, copy kartu kredit, copy KTP
 Tolong bantuannya untuk tindak lanjut. Terima kasih.
 
 
 Copy PCHI
 
 Permintaan pemblokiran KK BRI
 Alasan pemblokiran : ...
 Tanggal / Jam lapor : ...
 Tanggal / Jam pemblokiran : ...
 Pemblokiran dilakukan oleh : ...
 Pengajuan kartu pengganti : ( ya )
 Transaksi terakhir : ( nama merchant )
 Tanggal transaksi terakhir : ...
 Nominal : ...
 Keterangan tambahan : ( jika tidak ada, field ini dikosongkan )
 Transaksi terakhir sudah diinformasikan.
 Kartu pengganti dikirimkan ke alamat ........................
 Tolong bantuannya untuk tindak lanjut. Terima kasih
 Copy month profile",,7700
126,7701,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Transaction,Komplain Transaksi Tarik Tunai Kartu Kredit di ATM BRI Tidak Diakui (GIC - ORD),Nasabah Komplain Gagal Tarik Tunai Menggunakan Kartu Kredit di ATM BRI,,,1,"1. form sanggahan 
2. ktp 
3. kartu kredit",No Change,,Medium,6 ~ 10,8.0,8.0,,"T3.1 - CDD(OPE ITEM), Include POD(MSR)",1,,,8,,9,8,Done,KKD-OPS-ITEM,,,,1C,Credit & Digital Lending,"Nasabah mengajukan keberatan transaksi pada
 Tagihan bulan : ... ( b/s cycle )
 Tanggal transaksi : ...
 Tanggal Posting :
 Lokasi transaksi : ... ( ATM BRI )
 Nominal : Rp. ...
 Alasan pengajuan : ...
 
 Keterangan tambahan : ( jika tidak ada, field ini dikosongkan )
 Nasabah setuju dengan pembebanan biaya copy sales draft sebesar Rp. ...
 Agent sarankan untuk kirim dokumen : formulir sanggahan transaksi, copy kartu kredit, copy KTP
 Tolong bantuannya untuk tindak lanjut. Terima kasih.
 
 
 Copy PCHI",,7701
127,7702,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Transaction,Komplain Transaksi Tarik Tunai Kartu Kredit di ATM Bank Lain Tidak Diakui (GIC - ORD),Nasabah Komplain Gagal Tarik Tunai Menggunakan Kartu Kredit di ATM Bank Lain,,,1,"1. form sanggahan 
2. ktp 
3. kartu kredit",No Change,,Medium,6 ~ 10,7.0,,,"T3.1 - CDD(ACU CHARGEBACK), T3.2 - CDD(OPE ITEM)",1,,,7,,8,7,Done,KKD-RMG-CHARGEBACK,,,,1C,Credit & Digital Lending,"Nasabah mengajukan keberatan transaksi pada
 Tagihan bulan : ... ( b/s cycle )
 Tanggal transaksi : ...
 Tanggal Posting :
 Lokasi transaksi : ... ( Nama Bank ATM bank lain )
 Nominal : Rp. ...
 Alasan pengajuan : ...
 
 Keterangan tambahan : ( jika tidak ada, field ini dikosongkan )
 Nasabah setuju dengan pembebanan biaya copy sales draft sebesar Rp. ...
 Agent sarankan untuk kirim dokumen : formulir sanggahan transaksi, copy kartu kredit, copy KTP
 Tolong bantuannya untuk tindak lanjut. Terima kasih.
 
 
 Copy PCHI",,7702
128,7703,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Fraud / Suspicious Transactions,Komplain Transaksi Kartu Kredit tidak di akui merchant Bank Lain,Nasabah Melaporkan Sanggahan Transaksi Kartu Kredit BRI di Merchant Bank Lain,,,1,"1. form sanggahan 
2. ktp 
3. kartu kredit",No Change,Move to ORD,Medium,6 ~ 10,8.0,7.0,"Notes: Membuat Pelaporan dengan call type 2203, perlu konfirmasi dengan ORD","T3.1 - ORD(FBI), T3.2 - CDD(ACU CHARGEBACK), T3.3 - CDD(OPE ITEM)",1,,,8,,9,8,Done,KKD-OPS-ITEM,,,,1C,Credit & Digital Lending,"Nasabah mengajukan keberatan transaksi pada
 Tagihan bulan : ... ( b/s cycle )
 Tanggal transaksi : ...
 Tanggal Posting :
 Lokasi transaksi : ... ( nama merchant )
 Nominal : Rp. ...
 kode ARN :
 POS MODE :
 Alasan pengajuan : ...
 
 Keterangan tambahan : ( jika tidak ada, field ini dikosongkan )
 Nasabah setuju dengan pembebanan biaya copy sales draft sebesar Rp. ...
 Agent sarankan untuk kirim dokumen : formulir sanggahan transaksi, copy kartu kredit, copy KTP
 Tolong bantuannya untuk tindak lanjut. Terima kasih.
 
 
 Copy PCHI",,7703
129,7704,TRUE,Operational Risk,Individu Umum,Loans,Kartu Kredit,Fraud / Suspicious Transactions,Sanggahan Tarik Tunai Kartu (ATM BRI/bank Lain),Nasabah Melaporkan Sanggahan Transaksi tarik Tunai Kartu Kredit di ATM BRI/Bank Lain,,,1,"1. form sanggahan 
2. ktp 
3. kartu kredit",No Change,,Low,3 ~ 5,2.0,8.0,New Case Type -,T3.1 - ORD(FBI),1,,,4,,5,4,Partially Done,LCC-FBI,,,,1C,Credit & Digital Lending,"Nasabah mengajukan keberatan transaksi pada
 Tagihan bulan : ... ( b/s cycle )
 Tanggal transaksi : ...
 Lokasi transaksi : ... ( nama merchant )
 Nominal : Rp. ...
 Alasan pengajuan : ...
 Keterangan tambahan : ( jika tidak ada, field ini dikosongkan )
 Transaksi : ON US/ OFF US
 Nasabah setuju dengan pembebanan biaya copy sales draft sebesar Rp. ...
 Agent sarankan untuk kirim dokumen : formulir sanggahan transaksi, copy kartu kredit, copy KTP
 Tolong bantuannya untuk tindak lanjut. Terima kasih.
 Copy PCHI
 
 Penerbitan kartu kredit baru, buatkan laporan dengan calltype 2203 dengan format :
 
 Permintaan pemblokiran KK BRI
 Alasan pemblokiran : ...
 Tanggal / Jam lapor : ...
 Tanggal / Jam pemblokiran : ...
 Pemblokiran dilakukan oleh : ...
 Pengajuan kartu pengganti : ( ya )
 Transaksi terakhir : ( nama merchant )
 Tanggal transaksi terakhir : ...
 Nominal : ...
 Keterangan tambahan : ( jika tidak ada, field ini dikosongkan )
 Transaksi terakhir sudah diinformasikan.
 Kartu pengganti dikirimkan ke alamat ........................
 Tolong bantuannya untuk tindak lanjut. Terima kasih
 Copy month profile
 
 Buat laporan pengiriman formulir calltype 1102 dengan format
 
 Merujuk TT : (nomor TT Dispute)
 Mohon bantuannya untuk pengiriman formulir sanggahan transaksi ke alamat email/nomor fax : …
 Terima kasih",,7704
13,7705,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Transaction,Transaksi Gagal di EDC Bank Lain Namun Ditagihkan,Nasabah Komplain Gagal Transaksi Kartu Kredit di EDC Bank Lain Namun ada Tagihan,,,1,"1. form sanggahan 
2. ktp 
3. kartu kredit",No Change,,Very Low,0 ~ 2,,8.0,New Case Type -,"T3.1 - CDD(ACU CHARGEBACK), T3.2 - CDD(OPE ITEM)",1,,,7,,8,7,Done,KD-RMG-CHARGEBACK,,,,1C,Credit & Digital Lending,"Nasabah mengajukan keberatan transaksi pada
Tagihan bulan : ... ( b/s cycle )
Tanggal transaksi : ...
Lokasi transaksi : ... ( nama merchant )
Nominal : Rp. ...
Alasan pengajuan : ...
Keterangan tambahan : ( jika tidak ada, field ini dikosongkan )
Transaksi : ON US/ OFF US
Nasabah setuju dengan pembebanan biaya copy sales draft sebesar Rp. ...
Agent sarankan untuk kirim dokumen : formulir sanggahan transaksi, copy kartu kredit, copy KTP
Tolong bantuannya untuk tindak lanjut. Terima kasih.
Copy PCHI	",,7705
131,7979,TRUE,Resolution Center,Korporasi,Savings,Giro,Inquiry,Nasabah Inti Kerjasama,Nasabah Inti Kerjasama (NIK) Menanyakan Informasi Pengunaan Cash Card,,,,,Move to Resolution Center,Move to CCT,Very Low,0 ~ 2,,19.0,,T1 - Agent CCT/Frontliner,1,,,,,1,,Done,LCC-CCTNIK,,,,1A,Regular Banking,xxx,,7979
132,8001,FALSE,Resolution Center,All,Servicing,Government Programme,Third Party Support,Bansos-Pemindahan Kuota KPM,Nasabah Menanyakan Informasi pemindahan kuota KPM,,,,,Move to Resolution Center,Move to CCT,,,,,Done,T1 - Agent CCT/Frontliner,1,,,,,1,,Done,LCC-CCTNIK,,,,1A,Regular Banking,"Nasabah mengajukan pemindahan kuota KPM BanSos
 Solusi yang diberikan :",,8001
133,8004,TRUE,Funding & Retail Payment,Korporasi,Transaction Banking,Merchant Solutions,Platform & Device Support,Permasalahan BRIMOLA,Nasabah komplain terkait kendala Aplikasi BRIMOLA,,,,,Move to FST,Move to FST,Very Low,0 ~ 2,,,,T3.1- FST(MIM),1,,,5,,6,5,,KJT,,,,1B,Regular Banking,"Nasabah menanyakan tentang : .......
 ID Agen/ ID Pangkalan :
 Informasi yang disampaikan agent : .....
 
 ( Copy Status yang terdaftar di aplikasi BRIMola )",,8004
134,8005,TRUE,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Platform & Device Support,Permasalahan GOVSTORE,Nasalah Komplain Permasalahan BRIstore/Merchant Kerjasama BRI,,,,,,,,,1.0,1.0,Done,T3.1- FST(MIM),1,,,1,,2,1,,LCC-CCTNIK,,,,1B,Regular Banking,xxx,,8005
135,8008,TRUE,Resolution Center,Individu Umum,Servicing,Kartu Debit,Complaint - Non-Transaction,Permintaan Kartu ATM Kondisi Urgent,Nasabah Komplain Tidak Mendapatkan Kartu Debit Saat Datang ke Unit Kerja,,,,,Move to Resolution Center,,Low,3 ~ 5,3.0,14.0,,"T2.1 - CRS, T2.2 - Branch(Uker)",1,1,4,,,6,5,Done,LCC-CRC,,,,1B,Regular Banking,"#URGENT
 Nasabah Komplain Karena Ketersedian Kartu
 Alasan nasabah:
 Unit Kerja pengambilan kartu:
 Kode Branch Uker pengambilan kartu :
 Tanggal Pengambilan kartu:
 Nomor Handphone:",,8008
136,8102,TRUE,Resolution Center,All,Loans,"KPR, KUR, KMK, KI",Inquiry,Permasalahan Pinjaman (permintaan untuk penyesuaian ketentuan produk pinjaman),"Nasabah Menanyakan Cara, Syarat, Ketentuan & Komplain Terkait Produk Pinjaman",,,,,Move to Resolution Center,,Very Low,0 ~ 2,,10.0,"Sub: TBC, notes: perlu ada call type khusus terkait Komplain","T2.1 - CRS, T2.2 - Branch(Uker)",1,1,4,,,6,5,Done,LCC-CRC,,,,1B,Regular Banking,"Nasabah menanyakan/melaporkan permasalahan Pinjaman.
 Format Case pinjaman Briguna:
 Jenis Pinjaman :
 Permasalahan :
 
 Note: Mohon remark jenis pinjaman, contoh: #Briguna
 
  Format Case pinjaman lainnya:
 Jenis Pinjaman :
 Permasalahan :
 
 Sudah sarankan datang ke Kantor BRI asal pengajuan pinjaman",,8102
137,8103,TRUE,Resolution Center,Individu Umum,Servicing,Mobile Banking,Platform & Device Support,Aplikasi Qlola Mobile,Nasabah Komplain Terkait Menu Qlola,,,,,,,,,1.0,1.0,Done,T3.1 - TVC,1,,,1,,2,1,,TVC,,,,1B,Regular Banking,xxx,,8103
138,8104,TRUE,Investment Service,Individu Umum,Servicing,Trustee & Wali Amanat,Complaint - Transaction,Trustee & Wali Amanat,Nasabah Menanyakan dan Komplain Mengenai Trustee dan Wali Amanat,1.0,"1. Informasi Jasa Layanan Trustee/Agen Penampungan/Agen Pembayaran
2. Distribusi Dana Trustee Tidak Sesuai PKS 
3. Reporting Transaksi Trustee
4. Informasi Umum Trustee
5. Informasi Jasa Layanan Wali Amanat
6. Informasi Umum Wali Amanat ",,,,,,,,,Done,T3.1 - INV(TCS),1,,,1,,11,1,,INV - TWA,,,,1B,Regular Banking,xxx,,8104
