No,Case Types,active,User Grouping_New,Segment,Product,Sub Product,Case Category,Case Description,New Case Description,Required Sub-Description,Sub,Doc Intake,List Kebutuhan Dokumen,Suggestion,Suggestion - Breakdown,Level of Effort,"Range of Days 
(Actual SLA)","Actual SLA
(days)","Target SLA 
(days)",BRI Notes,Team Name,T1 - Agent CCT/Frontliner,T2.1 - Supporting Unit,T2.2 - Supporting Unit,T3.1 - Product Owner,T4.1 - Technical Team,Total SLA,New SLA,Status,GIC,Maker,Checker,Signer,Courtesy Awal,Kebutuhan Data,Detail BRICare,Unnamed: 58,external_id,Cleaned Team Name,Level 1 Escalation Team,Level 2 Escalation Team,Level 3 Escalation Team,Level 4 Escalation Team
97.0,5100,True,Resolution Center,Individu Umum,Loans,Kartu Kredit,Inquiry,"Informasi Tagihan, Status Pembayaran, Sisa limit, Fee, Bunga, Late Charge Kartu Kredit",Nasabah Menanyakan Informasi Terkait Transaksi & Limit Kartu Kredit,1.0,"1. Tagihan
2. Status Pembayaran
3. Sisa limit
4. Bunga
5. Biaya Denda Keterlambatan
6. Biaya Tahunan
7. Biaya Lainnya",0,,Move to Resolution Center,,Very Low,0 ~ 2,0.0,0.0,"Sub: Tagihan, Status Pembayaran, Sisa limit, Bunga, Biaya Denda Keterlambatan, Biaya Tahunan, Biaya Lainnya",T1 - Agent CCT/Frontliner,1.0,,,,,1.0,0.0,Done,LCC-CCTCALL,,,,1A,Credit & Digital Lending,"Nasabah menanyakan biaya/bunga/late charge ……
 Informasi yang diberikan :
 Copy PCHI
 
 Nasabah melakukan pembayaran tagihan KK BRI
 Tagihan bulan : … ( b/s cycle )
 Tanggal : …
 Nominal : Rp. …
 Melalui : ( sms banking, terminal ATM, teller )
 Keterangan tambahan: ( jika tidak ada, field ini dikosongkan )
 Salin screen PCHI (screen yang menunjukkan pembayaran terakhir)
 
 Nasabah menanyakan tagihan /sisa limit.......
 Ket :
 Copy PCHI",,5100,T1-CCT/Frontliner,,,,
98.0,5200,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Kenaikan Limit Tetap Kartu Kredit,Nasabah Mengajukan Kenaikan Limit Tetap Kartu Kredit,0.0,,1,"1. surat pernyataan
2. ktp
3. kartu kredit
4. npwp
5. silp gaji",No Change,,Very High,16 ~ 20,15.0,3.0,,T3.1 - CDD(CLF-1 LIMIT),1.0,,,5.0,,6.0,5.0,Done,KKD-CRI-LIMIT,,,,1C,Credit & Digital Lending,"(untuk Non Pekerja BRI)
 
 Nasabah mengajukan kenaikan limit KK BRI
 Batas limit saat ini : Rp. ...
 Pengajuan : Rp. ....
 Alasan pengajuan : ...
 Data pekerjaan terbaru :
 Jabatan :
 Alamat kantor/nomor telpon kantor :
 Hi – Balance : ....
 Alamat email untuk kirim dokumen :
 Keterangan tambahan:
 
 Nasabah setuju dengan biaya penggantian kartu/biaya naik limit dan pembebanan iuran tahunan apabila pengajuan disetujui (pilih yang sesuai)
 CSR sarankan kirim dokumen (pilih salah satu sesuai)
 Pegawai : status surat permohonan, Slip gaji terahir/surat keterangan penghasilan, NPWP, KTP
 Wiraswasta : Surat permohonan, Salinan rekening koran 3 bulan terakhir/ SPT terakhir. SIUP / NPWP, KTP
 
 Mohon bantuannya untuk tindak lanjut. Terima kasih
 
 Copy month profile dari PCHI
 
 ( untuk pekerja BRI)
 Nasabah mengajukan kenaikan limit KK BRI
 Batas limit saat ini : Rp. ...
 Pengajua : Rp. ....
 Alasan pengajuan : ...
 Grade :
 Jabatan :
 Lama bekerja :
 Unit kerja saat ini :
 alamat rumah :
 nomor telepon/ handphone yang dapat dihubungi
 nomor NPWP :
 Hi – Balance : ....
 Keterangan tambahan:
 CSR sarankan kirim dokumen slip gaji (jika tidak dibutuhkan maka dihapus)
 Mohon bantuannya untuk tindak lanjut. Terima kasih
 
 Copy month profile dari PCHI",,5200,T3.1-CDD(CLF-1LIMIT),T3.1-CDD(CLF-1LIMIT),,,
99.0,5201,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Penurunan Limit Tetap Kartu Kredit,Nasabah Mengajukan Penurunan Limit Kartu Kredit,0.0,,1,"1. surat pernyataan
2. ktp
3. kartu kredit
4. npwp
5. silp gaji",No Change,,Low,3 ~ 5,4.0,5.0,,T3.1 - CDD(CLF-1 LIMIT),1.0,,,4.0,,5.0,4.0,Done,KKD-CRI-LIMIT,,,,1B,Credit & Digital Lending,"(untuk Non Pekerja BRI)
 Nasabah mengajukan penurunan limit KK BRI
 Batas limit saat ini : Rp. ...
 Pengajuan : Rp. ....
 Alasan pengajuan : ...
 Data pekerjaan terbaru :
 Jabatan :
 Alamat kantor/nomor telpon kantor :
 Hi – Balance : ....
 Alamat email untuk kirim dokumen :
 Keterangan tambahan:
 
 Nasabah setuju dengan biaya penggantian kartu (jika kartu berubah dan pembebanan iuran tahunan apabila pengajuan disetujui (pilih yang sesuai)
 Agent sarankan kirim dokumen (pilih salah satu sesuai)
 Pegawai : status surat permohonan, Slip gaji terahir/surat keterangan penghasilan, NPWP, KTP
 Wiraswasta : Surat permohonan, Salinan rekening koran 3 bulan terakhir/ SPT terakhir. SIUP / NPWP, KTP
 
 Mohon bantuannya untuk tindak lanjut. Terima kasih
 Copy month profile dari PCHI
 
 ( untuk pekerja BRI)
 
 Nasabah mengajukan penurunan limit KK BRI
 Batas limit saat ini : Rp. ...
 Pengajuan : Rp. ....
 Alasan pengajuan : ...
 Grade :
 Jabatan :
 Lama bekerja :
 Unit kerja saat ini :
 alamat rumah :
 nomor telepon/ handphone yang dapat dihubungi :
 nomor NPWP :
 Hi – Balance : ....
 Keterangan tambahan:
 
 Nasabah setuju dengan biaya penggantian kartu (jika menyebabkan pergantian kartu kredit)
 
 Mohon bantuannya untuk tindak lanjut. Terima kasih
 Copy month profile dari PCHI",,5201,T3.1-CDD(CLF-1LIMIT),T3.1-CDD(CLF-1LIMIT),,,
100.0,5202,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Kenaikan Limit Sementara Kartu Kredit,Nasabah Mengajukan Kenaikan Limit Sementara Kartu Kredit,0.0,,1,"1. surat pernyataan
2. ktp
3. kartu kredit
4. npwp
5. silp gaji",No Change,,Medium,6 ~ 10,8.0,5.0,,T3.1 - CDD(CLF-1 LIMIT),1.0,,,5.0,,6.0,5.0,Done,KKD-CRI-LIMIT,,,,1C,Credit & Digital Lending,"(untuk Non Pekerja BRI)
 
 Nasabah mengajukan kenaikan limit sementara KK BRI
 
 Batas limit saat ini : Rp. ...
 Pengajuan : Rp. ....
 Alasan pengajuan : ...
 Data pekerjaan terbaru :
 Jabatan :
 Alamat kantor/nomor telpon kantor :
 Hi – Balance : ....
 Keterangan tambahan :
 Nasabah setuju dengan biaya naik limit
 Agent sarankan kirim dokumen (pilih salah satu yang sesuai)
 Pegawai : status surat permohonan, Slip gaji terahir/surat keterangan penghasilan, NPWP, KTP
 Wiraswasta : Surat permohonan, Salinan rekening koran 3 bulan terakhir/ SPT terakhir. SIUP / NPWP, KTP
 
 Mohon bantuannya untuk tindak lanjut. Terima kasih
 Copy month profile dari PCHI
 
 ( untuk pekerja BRI)
 
 Nasabah mengajukan kenaikan limit sementara KK BRI
 Batas limit saat ini : Rp. ...
 Pengajuan : Rp. ....
 Alasan pengajuan : ...
 Grade :
 Jabatan :
 Lama bekerja :
 Unit kerja saat ini :
 alamat rumah :
 nomor telepon/ handphone yang dapat dihubungi
 nomor NPWP :
 Hi – Balance : ....
 Keterangan tambahan:
 Nasabah setuju dengan Biaya naik limit
 Mohon bantuannya untuk tindak lanjut. Terima kasih
 Copy month profile dari PCHI",,5202,T3.1-CDD(CLF-1LIMIT),T3.1-CDD(CLF-1LIMIT),,,
101.0,5203,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,"Permintaan Kenaikan Instan Limit Instan (Hospital, Ticketing, Restoran, Hotel)","Nasabah Mengajukan Kenaikan Limit Instan Kartu Kredit (Hospital, Ticketing, Restoran, Hotel)",0.0,,1,"1. surat pernyataan
2. ktp
3. kartu kredit
4. npwp
5. silp gaji",No Change,,Medium,6 ~ 10,5.0,5.0,,T3.1 - CDD(CLF-1 LIMIT),1.0,,,5.0,,6.0,5.0,Done,KKD-CRI-LIMIT,,,,1B,Credit & Digital Lending,"a. Jika nasabah merupakan karyawan BRI 
 
 Nasabah mengajukan kenaikan limit sementara KK BRI 
 Limit kredit nasabah saat ini : Rp. ... 
 Pengajua limit yang diajukan : Rp. .... 
 Alasan pengajuan : ... 
 Grade : 
 Jabatan : 
 Lama bekerja : 
 Unit kerja saat ini : 
 alamat rumah : 
 nomor telepon/ handphone yang dapat dihubungi : 
 nomor NPWP : 
 Pengajuan yang diajukan : Bulan 
 Hi – Balance : .... 
 
 Keterangan tambahan: 
 CSR sarankan kirim dokumen slip gaji (jika tidak dibutuhkan maka dihapus) 
 Mohon bantuannya untuk tindak lanjut. Terima kasih 
 
 Copy month profile dari PCHI 
 
 b. Jika nasabah merupakan NON karyawan BRI 
 
 Nasabah mengajukan kenaikan limit sementara KK BRI 
 Limit kredit nasabah saat ini : Rp. ... 
 Pengajua limit yang diajukan : Rp. .... 
 Alasan pengajuan : ... 
 Data pekerjaan terbaru : 
 Jabatan : 
 Alamat kantor : 
 nomor telpon kantor : 
 Pengajuan yang diajukan : Bulan 
 Hi – Balance : .... 
 Alamat email untuk kirim dokumen : 
 Keterangan tambahan: 
 
 Nasabah setuju dengan biaya penggantian kartu atau biaya naik limit dan pembebanan iuran tahunan apabila pengajuan disetujui (pilih yang sesuai) 
 
 Agent sudah sampaikan dokumen yang perlu dilampirkan (pilih salah satu sesuai) : 
 Pegawai : status surat permohonan, Slip gaji terahir/surat keterangan penghasilan, NPWP, KTP  
 Wiraswasta : Surat permohonan, Salinan rekening koran 3 bulan terakhir/ SPT terakhir. SIUP / NPWP, KTP 
 
 Mohon bantuannya untuk tindak lanjut. Terima kasih 
 
 Copy month profile dari PCHI",,5203,T3.1-CDD(CLF-1LIMIT),T3.1-CDD(CLF-1LIMIT),,,
102.0,5205,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Kenaikan Limit Kartu Kredit khusus Restrukturisasi,Unit Kerja Mengajukan Kenaikan Limit Kartu Kredit Khusus untuk Restrukturisasi,0.0,,0,,No Change,,Very Low,0 ~ 2,1.0,5.0,,T3.1 - CDD(CLF-1 LIMIT),1.0,,,3.0,,4.0,3.0,Done,KKD-CRI-LIMIT,,,,1B,Credit & Digital Lending,xxx,,5205,T3.1-CDD(CLF-1LIMIT),T3.1-CDD(CLF-1LIMIT),,,
103.0,5300,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Non-Transaction,Limit Kartu Kredit Terlalu Kecil (permintaan untuk kenaikan limit),Nasabah Komplain Limit Kartu Kredit Terlalu Kecil,0.0,,1,"1. surat pernyataan
2. ktp
3. kartu kredit
4. npwp
5. silp gaji",No Change,,Medium,6 ~ 10,5.0,5.0,,T3.1 - CDD(CLF-1 LIMIT),1.0,,,5.0,,6.0,5.0,Done,KKD-CRI-LIMIT,,,,1C,Credit & Digital Lending,"Nasabah melaporkan limit terlalu kecil
 Limit saat ini :
 Limit yang diajukan :
 Hi – Balance
 Keterangan lain : (limit kartu kredit Bank xxxx sebesar …..)
 Mohon bantuannya untuk ditindaklanjuti
 Copy PCHI",,5300,T3.1-CDD(CLF-1LIMIT),T3.1-CDD(CLF-1LIMIT),,,
104.0,5400,True,Resolution Center,Individu Umum,Loans,Kartu Kredit,Platform & Device Support,Informasi Aplikasi Credit Card Mobile,"Nasabah Menanyakan Cara, Syarat & Ketentuan Penggunaan BRI Credit Card Mobile",1.0,"1. Cara Registrasi
2. Cara Penggunaan
3. Dll",0,,Move to Resolution Center,,Very Low,0 ~ 2,0.0,0.0,"Sub: Cara Registrasi, Cara Penggunaan, Dll",T1 - Agent CCT/Frontliner,1.0,,,,,1.0,0.0,Done,KKD-PBK-KKPBK,,,,1A,Credit & Digital Lending,"Nasabah menanyakan informasi BRI Credit Card Mobile …..:
 Informasi di library : …………….",,5400,T1-CCT/Frontliner,,,,
105.0,5401,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Platform & Device Support,Complain Aplikasi Credit Card Mobile,Nasabah Komplain Terkait Penggunaan Aplikasi BRI Credit Card Mobile (BCCM),0.0,,0,,No Change,,Medium,6 ~ 10,5.0,2.0,,T3.1 - CDD(SPD SCD),1.0,,,2.0,,3.0,2.0,Done,KKD-PBK-KKPBK,,,,1B,Credit & Digital Lending,"Nasabah komplain BRI Credit Card Mobile : …..
 User name
 Type ponsel :
 Nomor ponsel :
 Sistem Android/iOS :
 Respon gagal
 Versi aplikasi yg sedang digunakan
 
 Mohon bantuan untuk tindak lanjut. Terima kasih
 Copas profile pchi",,5401,T3.1-CDD(SPDSCD),T3.1-CDD(SPDSCD),,,
106.0,6100,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Surat Lunas Kolektibilitas Lancar untuk Kartu Kredit,Nasabah Mengajukan Surat Lunas Kolektibilitas Lancar untuk Kartu Kredit,0.0,,1,"1. surat pernyataan
2. ktp
3. kartu kredit",No Change,,Medium,6 ~ 10,8.0,4.0,,T3.1 - CDD(MPP MIS),1.0,,,8.0,,9.0,8.0,Done,KKD-RMG-MIS,,,,1C,Credit & Digital Lending,"Nasabah meminta surat pelunasan
 Alasan
 Alamat email/ nomor fax:
 Agent sarankan kirim dokumen surat permohonan, fotocopy KTP dan kartu kredit
 
 Mohon bantuannya. Terima kasih.
 
 Copy PCHI
 
 Nasabah meminta surat penutupan kartu
 Alasan
 Mohon bantuannya. Terima kasih.
 
 Copy PCHI",,6100,T3.1-CDD(MPPMIS),T3.1-CDD(MPPMIS),,,
107.0,6101,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,"Penghapusan Biaya Acct Menunggak (iuran tahunan, denda keterlambatan, interest dan fee lainnya)",Nasabah Menunggak Mengajukan Penghapusan Biaya Kartu Kredit,1.0,"1. Iuran Tahunan
2. Denda Keterlambatan
3. Bunga
4. Biaya lainnya",0,,No Change,,Medium,6 ~ 10,5.0,8.0,,T3.1 - CDD(CLL FE),1.0,,,7.0,,8.0,7.0,Done,KKD-CLL-RE,,,,1B,Credit & Digital Lending,"Nasabah mengajukan penghapusan biaya Account Menunggak (iuran tahunan, denda keterlambatan, interest dan fee lainnya)
 
 Alasan :
 Nasabah masih aktif bekerja/tidak :
 Keterangan alamat kantor/rumah/nomor telpon yang baru :
 Alamat email nasabah :
 Dokumen yang akan dikirimkan :
 Surat permohonan nasabah dan/ atau penanggung atau ahli waris,
 Fotocopy KTP Nasabah dan atau penanggung atau ahli waris,
 tagihan yang lain (jika dibutuhkan)
 
 Salin status karut kredit (screen PCHI).",ok,6101,T3.1-CDD(CLLFE),T3.1-CDD(CLLFE),,,
108.0,6102,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,"Permintaan Surat Keterangan Lunas, Pernah ada Tunggakan",Nasabah Dengan Status Pernah Menunggak Mengajukan Surat Keterangan Lunas,0.0,,1,"1. surat pernyataan
2. ktp
3. kartu kredit",No Change,,Medium,6 ~ 10,8.0,8.0,,"T3.1 - CDD(CLL HC), T3.2 - CDD(CLL RE)",1.0,,,3.0,,10.0,9.0,Done,KKD-CLL-HC,,,,1C,Credit & Digital Lending,"Nasabah meminta surat pelunasan
 Alasan :
 Keterangan alamat kantor/rumah/nomor telpon yang baru :
 Copy screen PCHI",ok,6102,"T3.1-CDD(CLLHC),T3.2-CDD(CLLRE)",T3.1-CDD(CLLHC),T3.2-CDD(CLLRE),,
109.0,6103,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Surat Penutupan Kartu Kredit,Nasabah Mengajukan Surat Penutupan Kartu Kredit,0.0,,0,,No Change,,Low,3 ~ 5,4.0,4.0,,T3.1 - CDD(OPE LKK),1.0,,,3.0,,4.0,3.0,Done,KKD-OPS-LKK,,,,1B,Credit & Digital Lending,"Permintaan surat penutupan kartu :
 Nasabah meminta surat penutupan kartu
 Alasan
 Mohon bantuannya. Terima kasih.
 Copy PCHI",,6103,T3.1-CDD(OPELKK),T3.1-CDD(OPELKK),,,
110.0,6200,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Ubah Data Namun Kartu Kredit Blok Coll,Nasabah Mengajukan Perubahan Data Kartu Kredit Dengan Keterangan Blok Coll (Blok E/W/Z),0.0,,1,"1. surat pernyataan
2. ktp
3. kartu kredit",No Change,,Medium,6 ~ 10,8.0,0.0,,"T3.1 - CDD(CLL RE), T3.2 - CDD(CLF-1 DATAM)",1.0,,,7.0,,9.0,8.0,Done,KKD-CLL-RE,,,,1B,Credit & Digital Lending,"Nasabah informasikan alamat/nomor telpon rumah/ nomor telpon kantor/ nomor handphone berubah
 Agent sarankan melakukan pembayaran dan menghubungi kembali H+1 setelah pembayaran
 
 Nasabah informasikan alamat/nomor telpon rumah/ nomor telpon kantor/ nomor handphone berubah
 
 Alasan :
 alamat/nomor telpon rumah/ nomor telpon kantor/ nomor handphone lama :
 alamat/nomor telpon rumah/ nomor telpon kantor/ nomor handphone baru :",,6200,"T3.1-CDD(CLLRE),T3.2-CDD(CLF-1DATAM)",T3.1-CDD(CLLRE),T3.2-CDD(CLF-1DATAM),,
111.0,6400,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Keringanan Pembayaran - Acct CPD Xday ( CURR dengan Blok Q ) - (produk kartu kredit),Nasabah Menunggak Mengajukan Keringanan Pembayaran Dengan Kondisi Blok Coll CPD Xday (Q/P),0.0,,1,"1. surat pernyataan
2. ktp
3. kartu kredit",No Change,,Low,3 ~ 5,2.0,13.0,,T3.1 - CDD(CLL FE),1.0,,,7.0,,8.0,7.0,Done,KKD-CLL-FE,,,,1C,Credit & Digital Lending,"Nasabah meminta dihubungi oleh collection
 Alasan :
 Keterangan alamat kantor/rumah/nomor telpon yang baru :
 Copy screen PCHI",,6400,T3.1-CDD(CLLFE),T3.1-CDD(CLLFE),,,
112.0,6401,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Keringanan Pembayaran - Bucket 30 & 60 DPD,Nasabah Menunggak Mengajukan Keringanan Pembayaran Dengan Kondisi Bucket 30 & 60 DPD (Blok C/D),0.0,,1,"1. surat pernyataan
2. ktp
3. kartu kredit",No Change,,Low,3 ~ 5,2.0,13.0,,T3.1 - CDD(CLL MR),1.0,,,8.0,,9.0,8.0,Done,KKD-CLL-MR,,,,1C,Credit & Digital Lending,"Nasabah meminta dihubungi oleh collection
 Alasan :
 Keterangan alamat kantor/rumah/nomor telpon yang baru :
 Copy screen PCHI",,6401,T3.1-CDD(CLLMR),T3.1-CDD(CLLMR),,,
113.0,6402,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Keringanan Pembayaran - Bucket 90 - 150 DPD,Nasabah Menunggak Mengajukan Keringanan Pembayaran Dengan Kondisi Bucket 90-150 DPD (Blok E),0.0,,1,"1. surat pernyataan
2. ktp
3. kartu kredit",No Change,,Low,3 ~ 5,3.0,13.0,,T3.1 - CDD(CLL HC),1.0,,,9.0,,10.0,9.0,Done,KKD-CLL-HC,,,,1C,Credit & Digital Lending,"Nasabah meminta dihubungi oleh collection
 Alasan :
 Keterangan alamat kantor/rumah/nomor telpon yang baru :
 Copy screen PCHI",,6402,T3.1-CDD(CLLHC),T3.1-CDD(CLLHC),,,
114.0,6403,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Keringanan Pembayaran - Acct Write Off status 5 (produk Kartu Kredit),Nasabah Menunggak Mengajukan Keringanan Pembayaran Dengan Kondisi Bucket >150 DPD (Blok W/Z),0.0,,1,"1. surat pernyataan
2. ktp
3. kartu kredit",No Change,,Low,3 ~ 5,4.0,20.0,,T3.1 - CDD(CLL RE),1.0,,,10.0,,11.0,10.0,Done,KKD-CLL-FE,,,,1C,Credit & Digital Lending,"Nasabah meminta dihubungi oleh collection
 Alasan :
 Keterangan alamat kantor/rumah/nomor telpon yang baru :
 Copy screen PCHI",,6403,T3.1-CDD(CLLRE),T3.1-CDD(CLLRE),,,
115.0,7101,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Perhitungan Bunga Kartu Kredit,Nasabah Mengajukan Perhitungan Bunga Transaksi Kartu Kredit,0.0,,0,,No Change,,High,11 ~ 15,14.0,6.0,"Notes: Perlu Pengembangan System oleh APP untuk menghitung rincian bunga, Butuh perpanjangan SLA","T3.1 - CDD(SPD SCD), T3.2 - CDD(OPE ITEM), T3.3 - CDD(ACU UserCo), T4.1 - CRS",1.0,,,2.0,1.0,11.0,10.0,Done,KKD-PBK-KKPBK,,,,1B,Credit & Digital Lending,"Nasabah meminta perhitungan bunga
 Lembar tagihan bulan :
 Nominal bunga :
 Alamat email/ nomor fax :
 Mohon bantuannya untuk diproses. Terima kasih",,7101,"T3.1-CDD(SPDSCD),T3.2-CDD(OPEITEM),T3.3-CDD(ACUUserCo),T4.1-CRS",T3.1-CDD(SPDSCD),T3.2-CDD(OPEITEM),T3.3-CDD(ACUUserCo),T4.1-CRS
116.0,7200,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Pengajuan Penghapusan Iuran Tahunan,Nasabah Mengajukan Penghapusan Iuran Tahunan Kartu Kredit,0.0,,0,,No Change,,Low,3 ~ 5,2.0,3.0,,T3.1 - CDD(OPE ITEM),1.0,,,5.0,,6.0,5.0,Done,KKD-OPS-ITEM,,,,1B,Credit & Digital Lending,"Nasabah mengajukan penghapusan IuranTahunan dengan Persyaratan Pendaftaran 2 BILLER
 NOMOR KARTU KREDIT :
 NAMA SESUAI PCHI :
 JENIS PERSYARATAN : AUTO PAYMENT
 JENIS REQUEST :
 JENIS KARTU :
 TAGIHAN BULAN :
 TANGGAL :
 JUMLAH :
 REFERENCE NUMBER :
 TGL AUTOPAYMENT :
 JUMLAH AUTOPAYMENT :
 KET AUTOPAYMENT :
 ALASAN PENGAJUAN : CH SDH MEMPUNYAI 2 AUTOPAYMENT
 
 
 
 Copy pendebetan Autopayment & PCHI 24 month Profile",ok,7200,T3.1-CDD(OPEITEM),T3.1-CDD(OPEITEM),,,
117.0,7201,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Pengajuan Penghapusan Denda Keterlambatan,Nasabah Mengajukan Penghapusan Denda Keterlambatan Pembayaran Kartu Kredit,0.0,,0,,No Change,,Medium,6 ~ 10,8.0,3.0,,T3.1 - CDD(OPE ITEM),1.0,,,5.0,,6.0,5.0,Done,KKD-OPS-DELIVERY,,,,1B,Credit & Digital Lending,"Nasabah mengajukan Penghapusan Denda Keterlambatan
 Tagihan bulan : ( b/s cycle )
 Nominal : Rp . …
 Alasan pengajuan : ...
 Keterangan tambahan: ( jika tidak ada, field ini dikosongkan )
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 Copy month profile
 Copy biaya yang dimaksud
 
 (Cantumkan juga nominal atau total nominal pada kolom nominal)",ok,7201,T3.1-CDD(OPEITEM),T3.1-CDD(OPEITEM),,,
118.0,7202,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Pengajuan Penghapusan Biaya Over Limit,Nasabah Mengajukan Penghapusan Biaya Over Limit,0.0,,0,,No Change,,Medium,6 ~ 10,7.0,3.0,,T3.1 - CDD(OPE ITEM),1.0,,,5.0,,6.0,5.0,Done,KKD-OPS-ITEM,,,,1B,Credit & Digital Lending,"Nasabah mengajukan penghapusan Biaya Over Limit dengan Persyaratan Jumlah Transaksi atau Sales Volume :
 NOMOR KARTU KREDIT
 NAMA SESUAI PCHI
 JENIS PERSYARATAN
 JENIS REQUEST
 JENIS KARTU
 TAGIHAN BULAN
 TANGGAL
 JUMLAH
 REFERENCE NUMBER
 PCHC TRX
 PCHC SLV
 ALASAN PENGAJUAN
 HYSTORY KARTU
 
 Nasabah mengajukanpenghapusanIuranTahunan dengan Persyaratan Pendaftaran 2 BILLER
 JENIS PERSYARATAN
 JENIS REQUEST
 JENIS KARTU
 TAGIHAN BULAN
 TANGGAL
 JUMLAH
 REFERENCE NUMBER
 TGL AUTOPAYMENT
 JUMLAH AUTOPAYMENT
 KET AUTOPAYMENT
 ALASAN PENGAJUAN
 
 Pengajuan Penghapusan Bunga
 Nasabah mengajukan Penghapusan Bunga
 Tagihan bulan : ( b/s cycle )
 Nominal : Rp . …
 Alasan pengajuan : ...
 Keterangan tambahan: ( jika tidak ada, field ini dikosongkan )
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 Copy month profile
 Copy biaya yang dimaksud
 
 (Cantumkan juga nominal atau total nominal pada kolom nominal)",ok,7202,T3.1-CDD(OPEITEM),T3.1-CDD(OPEITEM),,,
119.0,7203,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Pengajuan Penghapusan Bunga,Nasabah Mengajukan Penghapusan Bunga Kartu Kredit,0.0,,0,,No Change,,Medium,6 ~ 10,8.0,3.0,,T3.1 - CDD(OPE ITEM),1.0,,,5.0,,6.0,5.0,Done,KKD-OPS-MSU,,,,1B,Credit & Digital Lending,"Nasabah mengajukan Penghapusan Bunga
 Tagihan bulan : ( b/s cycle )
 Nominal : Rp . …
 Alasan pengajuan : ...
 Keterangan tambahan: ( jika tidak ada, field ini dikosongkan )
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 Copy month profile
 Copy biaya yang dimaksud
 
 (Cantumkan juga nominal atau total nominal pada kolom nominal)",ok,7203,T3.1-CDD(OPEITEM),T3.1-CDD(OPEITEM),,,
120.0,7204,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Pengajuan Penghapusan Biaya Materai,Nasabah Mengajukan Penghapusan Biaya Materai,0.0,,0,,No Change,,Extremely High,21 ~ 70,22.0,8.0,,T3.1 - CDD(OPE ITEM),1.0,,,5.0,,6.0,5.0,Done,KKD-OPS-ITEM,,,,1B,Credit & Digital Lending,"Nasabah mengajukan Penghapusan Biaya Materai
 Tagihan bulan : ( b/s cycle )
 Nominal : Rp . …
 Alasan pengajuan : ...
 Keterangan tambahan: ( jika tidak ada, field ini dikosongkan )
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 Copy month profile
 Copy biaya yang dimaksud
 
 (Cantumkan juga nominal atau total nominal pada kolom nominal)",ok,7204,T3.1-CDD(OPEITEM),T3.1-CDD(OPEITEM),,,
121.0,7205,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Pengajuan Penghapusan Biaya estatement,Nasabah Mengajukan Penghapusan Biaya E-statement,0.0,,0,,No Change,,Medium,6 ~ 10,9.0,20.0,,"T3.1 - CDD(OPE Delivery), T3.2 - CDD(OPE ITEM)",1.0,,,2.0,,8.0,7.0,Done,KKD-AKK-ACQPR,,,,1B,Credit & Digital Lending,"Nasabah mengajukan Penghapusan Biaya estatement
 Tagihan bulan : ( b/s cycle )
 Nominal : Rp . …
 Alasan pengajuan : ...
 Keterangan tambahan: ( jika tidak ada, field ini dikosongkan )
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 Copy month profile
 Copy biaya yang dimaksud
 
 (Cantumkan juga nominal atau total nominal pada kolom nominal)",ok,7205,"T3.1-CDD(OPEDelivery),T3.2-CDD(OPEITEM)",T3.1-CDD(OPEDelivery),T3.2-CDD(OPEITEM),,
